title,description,island,venue,date,end_date,price,category,source_url,image_url,status,id,created_by,created_at,updated_at
Matisyahu,"Matisyahu, Tuesday, April 14 2026 at Belly Up in Solana Beach, San Diego, CATHERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show start time. General Admission Ticket Price: $52.50 adv / $57.50 day ofReserved Loft Ticket Price: $92Note: Loft & GA tickets available at box office. Convenience service charges apply for online & phone purchases. Loft Seating Chart / Virtual Venue TourBox Office: 858-481-8140 | Boxoffice@bellyup.com | FAQNot on the e-mail list for venue presales? Sign up to be a Belly Up VIP and you will never miss a chance to grab tickets before they go on sale to the general public again!There are no refunds or exchanges on tickets once purchased.All times and supporting acts are subject to change.",Antigua,Belly Up,2026-04-15 03:00:00.000000,,,Music,https://www.ticketweb.com/event/matisyahu-belly-up-tickets/14127894,https://s1.ticketm.net/dam/a/4f1/7697fa0d-c6a6-40ba-9d80-4965af9614f1_EVENT_DETAIL_PAGE_16_9.jpg,published,40,,2026-04-12 19:48:33.164250,2026-04-12 19:48:33.164538
Artist Friendly | Ziggy Marley,,Other,Artist Friendly,2026-04-15 17:00:00.000000,,,Music,https://veeps.com/artistfriendly/8ce5146d-00cd-42e5-90d2-3339b9bb0883,https://s1.ticketm.net/dam/a/633/ec821f72-d521-48fe-ad37-188c47adf633_SOURCE,published,41,,2026-04-12 19:48:33.179736,2026-04-12 19:48:33.179989
UB40 Featuring Ali Campbell,,Other,Apopka Amphitheater,2026-04-15 22:00:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7OOPo,https://s1.ticketm.net/dam/a/574/ae508a7e-8f3c-4653-b38c-164bead3c574_RETINA_PORTRAIT_3_2.jpg,published,42,,2026-04-12 19:48:33.195475,2026-04-12 19:48:33.195710
The Wailers,"With Support From: Borderline Lucid General Admission tickets are available for this performance. A limited amount of seating will be available on a first-come, first-served basis only. To purchase ADA tickets, please email boxoffice@logjampresents.com. All sales are final and tickets are non-refundable. **Please understand that Logjam Presents takes every measure possible to ensure YOU, the fans, get tickets. There are many layers of bot-stopping efforts in place, but even then, demand may occasionally outweigh the available supply of tickets.**",Dominica,The Wilma,2026-04-16 02:00:00.000000,,,Music,https://www.ticketmaster.com/the-wailers-missoula-montana-04-15-2026/event/1E006426B3EC6013,https://s1.ticketm.net/dam/a/c01/dd22b1fe-4c7d-4470-bf7c-a9f2b6459c01_RETINA_PORTRAIT_16_9.jpg,published,43,,2026-04-12 19:48:33.210304,2026-04-12 19:48:33.210488
Protoje - Reggae Invasion,Lineup: Protoje Bambaata All Ages Welcome Doors: 7:00 PM Show: 8:00 PM *All times and supporting acts are subject to change,Antigua,The Observatory,2026-04-16 02:00:00.000000,,,Music,https://www.ticketmaster.com/protoje-reggae-invasion-santa-ana-california-04-15-2026/event/09006434F06DEA0D,https://s1.ticketm.net/dam/a/f9d/73881fde-c948-4dd6-a29a-b5c3fc615f9d_1278691_EVENT_DETAIL_PAGE_16_9.jpg,published,44,,2026-04-12 19:48:33.226181,2026-04-12 19:48:33.226540
"Too Much Too Young - A Night of 2 Tone, Ska and Beyond",,Other,Epic Studios,2026-04-16 18:00:00.000000,,,Music,https://www.universe.com/events/too-much-too-young-a-night-of-2-tone-ska-and-beyond-tickets-BZQPNK?ref=ticketmaster,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_RETINA_LANDSCAPE_16_9.jpg,published,45,,2026-04-12 19:48:33.241875,2026-04-12 19:48:33.242028
UB40 Featuring Ali Campbell,,Other,Riverfront Park - Cocoa Village,2026-04-16 21:30:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7OOP3,https://s1.ticketm.net/dam/a/574/ae508a7e-8f3c-4653-b38c-164bead3c574_RETINA_PORTRAIT_3_2.jpg,published,46,,2026-04-12 19:48:33.256534,2026-04-12 19:48:33.256747
Stephen Marley,"All Ages Event. Doors open at 7PM. Show starts at 8PM. Scheduled Support: TBA. For VIP seating, please contact HOBDallasVIP@LiveNation.com. Upgrade Your Experience: https://www.sevenrooms.com/events/hobdallas/hobwebsite. To purchase tickets on the day of the event after 5PM, please visit the House of Blues Box Office at the venue located at 2200 North Lamar Street in Dallas. The Box Office is open 2 hours prior to door time on show days. Closing hours vary per event. All sales are subject to increase the day of the show. Support acts are subject to change without notice.",Trinidad,House of Blues Dallas ,2026-04-17 00:00:00.000000,,,Music,https://www.ticketmaster.com/stephen-marley-dallas-texas-04-16-2026/event/0C00642B11368D2C,https://s1.ticketm.net/dam/a/2ce/ab980ff2-f9d1-459c-bd10-83205f5672ce_ARTIST_PAGE_3_2.jpg,published,47,,2026-04-12 19:48:33.271149,2026-04-12 19:48:33.271407
The Wailers 50 Years Of Positive Vibrations,General Admission Standing No Minors 18+,Other,The Palace Theatre,2026-04-17 02:00:00.000000,,,Music,https://www.ticketmaster.ca/the-wailers-50-years-of-positive-calgary-alberta-04-16-2026/event/11006430C57AC800,https://s1.ticketm.net/dam/e/1e1/acef6798-5c46-4234-bb08-3aa021d841e1_EVENT_DETAIL_PAGE_16_9.jpg,published,48,,2026-04-12 19:48:33.285483,2026-04-12 19:48:33.285778
"Anuhea, Drunken Starfighter, JR Rankin & The Irieize",,Other,The Ritz,2026-04-17 02:00:00.000000,,,Music,https://www.ticketweb.com/event/anuhea-drunken-starfighter-jr-rankin-the-ritz-tickets/14126554,https://s1.ticketm.net/dam/a/0b0/a989d7f1-85c5-4e84-9bd7-aff39e8510b0_ARTIST_PAGE_3_2.jpg,published,49,,2026-04-12 19:48:33.300281,2026-04-12 19:48:33.300443
Dime Industries Presents ~ Aurorawave w/ special guest Brace Yourself,"aurorawave is a boundary-pushing rock band recognized for pioneering a distinct sound they term reggaecore a fusion of heavy guitar-driven intensity and rhythmic influences drawn from reggae. Their music integrates aggressive, groove-oriented arrangements with emotionally charged lyricism, resulting in a style that is both musically intricate and viscerally accessible. Formed with the intention of absolute authenticity, aurorawave established a clear identity with their self-titled debut album. The project featured notable collaborations with members of The Ghost Inside, Atreyu, and Attila, introducing the bands hybrid sound to a broad spectrum of alternative and heavy music audiences. Their debut positioned them as emerging voices with the versatility to operate across multiple subcultures within the rock and reggae landscapes.In 2025, the band unveiled Monument, a decisive step forward in their evolution. The album brings together an eclectic and high-profile group of collaborators, ",Trinidad,SLO Brew Rock,2026-04-17 02:00:00.000000,,,Music,https://www.ticketweb.com/event/dime-industries-presents-aurorawave-slo-brew-rock-tickets/14731883,https://s1.ticketm.net/dam/a/1b5/63387d1c-74bc-4232-a52a-d5eb29a4a1b5_RETINA_PORTRAIT_16_9.jpg,published,50,,2026-04-12 19:48:33.315179,2026-04-12 19:48:33.315322
Protoje - Reggae Invasion w/ Bambaata,Reggae InvasionTHERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show. Ticket Price: $38.50 adv standing / $41 day of standingNote: Tickets available at box office. Convenience service charges apply for online purchases. TABLE RESERVATION: vip@musicboxsd.com / (619) 836-1847BOX OFFICE CONTACT: (619) 795-1337 | Boxoffice@musicboxsd.com | FAQBOX OFFICE HOURS: 11am to 5pm Mon-Fri as well as during show performances. PARKING: Street parking and paid lot parking available.FOLLOW US: X | Instagram | Facebook | MusicBoxSD.comNot on the e-mail list for announcements? CLICK HERE to become a Music Box Insider and you will never miss a chance to grab tickets before they go on sale to the general public again!MUSIC BOX IS STANDING ROOM ONLY UNLESS OTHERWISE NOTED.NO REFUNDS OR EXCHANGES ON TICKETS ONCE PURCHASED.ALL TIMES AND SUPPORTING ACTS ARE SUBJECT TO CHANGE.,Antigua,Music Box,2026-04-17 03:00:00.000000,,,Music,https://www.ticketweb.com/event/protoje-reggae-invasion-music-box-tickets/14095684,https://s1.ticketm.net/dam/a/f9d/73881fde-c948-4dd6-a29a-b5c3fc615f9d_1278691_EVENT_DETAIL_PAGE_16_9.jpg,published,51,,2026-04-12 19:48:33.330065,2026-04-12 19:48:33.330252
"Punky Reggae Live - Farben Lehre, The Analogs, Pull The Wire, Prawda",,Cayman_Islands,Kino Kosmos,2026-04-17 16:00:00.000000,,,Music,https://www.ticketmaster.pl/event/punky-reggae-live-farben-lehre-the-analogs-pull-the-wire-prawda-tickets/1710563127?language=en-us,https://s1.ticketm.net/dam/a/325/fa86f365-a039-4e9c-b723-72b35dddc325_TABLET_LANDSCAPE_16_9.jpg,published,52,,2026-04-12 19:48:33.344737,2026-04-12 19:48:33.344876
Reggae Rise Up Festival - Friday,,Other,Tempe Beach Park,2026-04-17 19:00:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7OwvE,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_PORTRAIT_3_2.jpg,published,53,,2026-04-12 19:48:33.360109,2026-04-12 19:48:33.360254
Reggae Rise Up Festival - 3 Day Pass,,Other,Tempe Beach Park,2026-04-17 00:00:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7OwvJ,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_PORTRAIT_3_2.jpg,published,54,,2026-04-12 19:48:33.377291,2026-04-12 19:48:33.377453
UB40 Featuring Ali Campbell,,Other,Pompano Beach Amphitheatre,2026-04-18 00:00:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7O3GN,https://s1.ticketm.net/dam/a/574/ae508a7e-8f3c-4653-b38c-164bead3c574_RETINA_PORTRAIT_3_2.jpg,published,55,,2026-04-12 19:48:33.392309,2026-04-12 19:48:33.392443
H.R. of Bad Brains & The Human Rights Movement,"Paul ""HR"" Hudson is best known as the frontman for the iconic punk band Bad Brains. HR and his brother, Earl, along with friends Gary ""Dr. Know"" Miller and Darryl Jenifer, began as Mind Power, a jazz fusion band, and later formed Bad Brains in 1979. With unprecedented speed and precision, Bad Brains took the Washington, DC music scene by storm and quickly became the most influential band in American punk history. They created music that was about closing the racial divide and maintaining a positive mental attitude (PMA). This concept of PMA continues to inspire fans to this day.",Trinidad,Reverb,2026-04-18 00:00:00.000000,,,Music,https://www.ticketmaster.com/hr-of-bad-brains-the-human-reading-pennsylvania-04-17-2026/event/0200645A21B0E5F2,https://s1.ticketm.net/dam/e/81d/97e375e9-336d-4e50-ab04-55703efbe81d_CUSTOM.jpg,published,56,,2026-04-12 19:48:33.407615,2026-04-12 19:48:33.407776
"Sublime - Performing Self-Titled Album Sublime in its' Entirety / 
with Common Kings, Bumpin Uglies",,Other,Red Rocks Amphitheatre,2026-04-18 00:30:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7rpo6,https://s1.ticketm.net/dam/a/d73/c6b5f270-e3e9-4c53-9551-f68ac67bad73_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,57,,2026-04-12 19:48:33.422333,2026-04-12 19:48:33.422569
Dub Foundation,"Doors at 7:00 pm | Show at 8:00 pm CASHLESS VENUE - The High Noon Saloon services all credit and debit payments only. No cash accepted. Bags (max size 12"" x 6"" x 12"") are allowed and will be searched upon entry. Exceptions will be made for necessary medical equipment and bags for nursing mothers. We encourage you to pack light with only the necessities to make the entry process as smooth as possible. Ages 18+ All tickets are standing and seated General Admission and are available on a first come first serve basis. Advance tickets can be purchased online or at The Sylvee box office. Once the doors have opened, if tickets are still available, they can be purchased at the High Noon Saloon.",Antigua,High Noon Saloon,2026-04-18 01:00:00.000000,,,Music,https://www.ticketmaster.com/dub-foundation-madison-wisconsin-04-17-2026/event/0700645100AF7905,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,58,,2026-04-12 19:48:33.435540,2026-04-12 19:48:33.435796
Maoli with The Green & Anuhea,"MUST BE 21+ TO ATTEND. HOWEVER, GUESTS BETWEEN THE AGES OF 13-20 MAY ATTEND IF ACCOMPANIED AT ALL TIMES BY AN ADULT 21 YEARS OR OLDER. NO REFUNDS OR EXCHANGES. IN AN EFFORT TO ENHANCE PUBLIC SAFETY, THUNDER VALLEY CASINO RESORT LIMITS THE SIZE AND STYLE OF BAGS ALLOWED IN THE VENUE. ALL BAGS ARE SUBJECT TO SEARCH. SECURITY MANAGEMENT RESERVES ALL RIGHTS. PLEASE ARRIVE AT MINIMUM 45 MINUTES PRIOR TO THE START OF THE SHOW TO ENSURE ENOUGH TIME TO ENTER THE VENUE.",Trinidad,The Venue at Thunder Valley Casino Resort,2026-04-18 02:00:00.000000,,,Music,https://www.ticketmaster.com/maoli-with-the-green-anuhea-lincoln-california-04-17-2026/event/1C00638CBA25B21B,https://s1.ticketm.net/dam/a/ad6/db0d4181-2a7d-4422-913d-273ab0252ad6_EVENT_DETAIL_PAGE_16_9.jpg,published,59,,2026-04-12 19:48:33.450637,2026-04-12 19:48:33.450869
J Boog,"General Admission Standing Only. Age Restriction: This is an all-ages event. All guests, regardless of age, are required to have a ticket for entry. Doors: 7pm Support: TBD All acts subject to change.",Antigua,House of Blues Anaheim,2026-04-18 02:00:00.000000,,,Music,https://www.ticketmaster.com/j-boog-anaheim-california-04-17-2026/event/09006437ADD9E87E,https://s1.ticketm.net/dam/a/7ce/529cc6b6-e213-4a37-80af-1c9d0beec7ce_ARTIST_PAGE_3_2.jpg,published,60,,2026-04-12 19:48:33.464338,2026-04-12 19:48:33.464528
The Wailers - 50 Years of Positive Vibrations,"The Wailers return to Canada to celebrate 50 years of Rastaman Vibration, marking a defining moment in reggae history and honouring one of Bob Marley most influential albums. The 50 Years of Positive Vibrations tour highlights select cuts from Rastaman Vibration alongside timeless classics that continue to unite audiences across generations.Audiences can expect a soul-stirring setlist weaving together the revolutionary spirit of Rastaman Vibration, classic anthems, and select modern highlights delivered with the same authenticity, musicianship, and heart that made The Wailers a cornerstone of global music.With Special Guest OK VYBEDoors: 6:30pmShow 9:00pm Additional information www.meloproductions.ca",Other,Bo's Bar & Stage,2026-04-18 03:00:00.000000,,,Music,https://www.ticketweb.ca/event/the-wailers-50-bos-bar-stage-tickets/14070484,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,61,,2026-04-12 19:48:33.477302,2026-04-12 19:48:33.477456
Live From Red Rocks,,Other,Red Rocks Amphitheatre,2026-04-18 04:00:00.000000,,,Music,https://veeps.com/sublime/9c6621ad-da88-45bb-906e-3a01a65d9be2,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,62,,2026-04-12 19:48:33.491175,2026-04-12 19:48:33.491289
Moe's Alley Presents: Quique Neira w/ ELeNAH,"Moes Alley presents Quique Neira with special guest ELeNAH!Friday, April 17, 2026Doors: 8pm / Show: 9pm$25 in advance / $30 day of the show21+* All sales are final* Avoid scammers! Only purchase tickets from moesalley.com or ticketweb.com* Tickets requested by email will be delivered 3 days prior to the event* Will Call tickets will be available at the door on the day of the event====QUIQUE NEIRAEnrique Quique Neira Leiva is a Chilean reggae singer and composer. He was the lead vocalist of the band Gondwana and is currently a solo artist. He is the most recognized icon of the reggae en espaol movement in Chile.ELENAHDavid Saenz, known professionally as ELeNAH, was born in Los Angeles, California, and raised by Ecuadorian parents. His early years were marked by a deep immersion in music, learning to play drums, guitar, and sing from a young age. At 18, David moved to San Francisco California with a dream, to pursue a career in music as a singer-songwriter, producer, and audio engineer.I",Barbados,Moe's Alley,2026-04-18 04:00:00.000000,,,Music,https://www.ticketweb.com/event/moes-alley-presents-quique-neira-moes-alley-tickets/14172464,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,63,,2026-04-12 19:48:33.503821,2026-04-12 19:48:33.504054
Kabaka Pyramid & The Bebble Rockers - Live in Oakland!,"Join us for an unforgettable 420 celebration with Kabaka Pyramid straight from Kingston, Jamaica. Irie atmosphere and Town vibes are a combo to remember!With support by DJ Young Fyah + DJ Doogie + Jahyzer + DJ Jah Mikey OneAll Ages | Doors at 8 | Show at 9",Trinidad,Crybaby,2026-04-18 04:30:00.000000,,,Music,https://www.ticketweb.com/event/kabaka-pyramid-the-bebble-crybaby-tickets/14824033,https://i.ticketweb.com/i/00/13/42/42/13_Edp.jpg?v=6,published,64,,2026-04-12 19:48:33.517185,2026-04-12 19:48:33.517369
Reggaeton Rave,"Ages 21+**NOTE ON RSVPS**RSVPs do not guarantee entry, admittance is based on capacity on a first come first serve basis. Doors open at 10pm, early arrival suggested. Or, if you would like to guarantee admittance and arrive any time, you may purchase a General Admission Ticket. Got a group? Inquire about our Bottle Service & VIP sections.KNOW BEFORE YOU GO: - This is a cashless venue- All sales are final- Tickets will be emailed 3 days before your event. If you have not received your tickets 48 hours prior, please contact info@ticketweb.com- Please review our FAQ for dress code and additional detailsSTUBHUB/VIVID SEATS/THIRD-PARTY RESELLERSWe have NO association with StubHub, Vivid Seats or any third-party resellers. Tickets purchased from these sites will not be valid for entry. Any tickets purchased from a third party will not give the buyer access to the ticket & its benefits. Acceptable tickets for entry may be purchased through TicketWeb & TIXR. Your government-issued ID must matc",Trinidad,Academy LA,2026-04-18 05:00:00.000000,,,Music,https://www.ticketweb.com/event/reggaeton-rave-academy-la-tickets/14828453,https://s1.ticketm.net/dam/a/bf7/69698309-be3e-43a5-95ac-c161f19a7bf7_1499091_RETINA_PORTRAIT_3_2.jpg,published,65,,2026-04-12 19:48:33.530905,2026-04-12 19:48:33.531101
MOMO Festival 2026 | Day ticket Saturday,,Trinidad,MOMO Festival,2026-04-18 13:00:00.000000,,,Music,https://www.ticketmaster.nl/event/momo-festival-2026-%7C-day-ticket-saturday-tickets/1723790366?language=en-us,https://s1.ticketm.net/dam/a/08a/0fc9f987-7629-4454-b4c6-ef6c877c308a_SOURCE,published,66,,2026-04-12 19:48:33.544182,2026-04-12 19:48:33.544408
"Punky Reggae Live - Farben Lehre, The Analogs, Pull The Wire, support",,Cayman_Islands,Motor Rock Pub,2026-04-18 16:00:00.000000,,,Music,https://www.ticketmaster.pl/event/punky-reggae-live-farben-lehre-the-analogs-pull-the-wire-support-tickets/126564397?language=en-us,https://s1.ticketm.net/dam/a/325/fa86f365-a039-4e9c-b723-72b35dddc325_TABLET_LANDSCAPE_16_9.jpg,published,67,,2026-04-12 19:48:33.557634,2026-04-12 19:48:33.557745
Remembering Gregory Isaacs,,Other,100 Club,2026-04-18 17:30:00.000000,,,Music,https://www.universe.com/events/remembering-gregory-isaacs-tickets-DR35Q6?ref=ticketmaster,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,68,,2026-04-12 19:48:33.571303,2026-04-12 19:48:33.571425
LIVE: Junior Dell & The D-Lites,,Other,Muziekcafé Helmond,2026-04-18 19:00:00.000000,,,Music,https://www.universe.com/events/live-junior-dell-the-d-lites-tickets-Z0B6TN?ref=ticketmaster,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,69,,2026-04-12 19:48:33.584787,2026-04-12 19:48:33.584912
Reggae Rise Up Festival,,Other,Tempe Beach Park,2026-04-18 19:00:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7OwvI,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_PORTRAIT_3_2.jpg,published,70,,2026-04-12 19:48:33.599146,2026-04-12 19:48:33.599269
Mighty Mystic (18+),"THIS EVENT IS 18+ WITH A VALID ID. DOORS: 7:00 PM SHOW: 8:00 PM ALL TIMES AND SUPPORT BANDS ARE SUBJECT TO CHANGE WITHOUT NOTICE OR REFUND. Tickets purchased from unofficial third-party outlets CANNOT be verified by our Box Office. If you sell or purchase your tickets from a third-party, we are not liable for any entry issues you may have. Any disputes involving third-party ticket purchases must be settled with the third-party outlet directly. The Paradise Rock Club Box Office is open from 12:00 PM - 6:00 PM, Monday - Friday. We offer ticket purchases for Brighton Music Hall, Paradise Rock Club, Citizens House of Blues Boston, Orpheum Theatre, & MGM Music Hall at Fenway. If traveling from out of town, please call the customer line at 617-562-8801 to verify hours. There is a seating area available for those with mobility limitations. If you require accommodation, we encourage you to reach out to information@crossroadspresents.com as soon as you have purchased your GA ticket.",Trinidad,Brighton Music Hall presented by Citizens,2026-04-18 23:00:00.000000,,,Music,https://www.ticketmaster.com/mighty-mystic-18-boston-massachusetts-04-18-2026/event/01006381D127DFED,https://s1.ticketm.net/dam/a/e16/abe0781a-ac08-4375-b8df-342b5d567e16_1652491_RECOMENDATION_16_9.jpg,published,71,,2026-04-12 19:48:33.612587,2026-04-12 19:48:33.612719
Burning Spear,$1 from each ticket will benefit Last Prisoner Project,Other,Brooklyn Bowl,2026-04-19 00:00:00.000000,,,Music,https://www.ticketmaster.com/burning-spear-brooklyn-new-york-04-18-2026/event/0000642FBEDF5A35,https://s1.ticketm.net/dam/a/2a8/66d6bbc2-a9a7-42a9-abdb-f9f53ab322a8_1668751_EVENT_DETAIL_PAGE_16_9.jpg,published,72,,2026-04-12 19:48:33.624889,2026-04-12 19:48:33.625019
"Sublime - Performing Greatest Hits / 
with Pepper, Codefendants N2",,Other,Red Rocks Amphitheatre,2026-04-19 00:30:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7rdxe,https://s1.ticketm.net/dam/a/d73/c6b5f270-e3e9-4c53-9551-f68ac67bad73_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,73,,2026-04-12 19:48:33.639328,2026-04-12 19:48:33.639623
The Wailers 50 Years Of Positive Vibrations,No Minors! Must be 18 & older with valid government ID to attend.,Dominica,Midway Music Hall,2026-04-19 01:00:00.000000,,,Music,https://www.ticketmaster.ca/the-wailers-50-years-of-positive-edmonton-alberta-04-18-2026/event/11006430ACE6ADEC,https://s1.ticketm.net/dam/e/b6e/ef0ed681-1600-4707-8eb0-ca028e6f8b6e_ARTIST_PAGE_3_2.jpg,published,74,,2026-04-12 19:48:33.653118,2026-04-12 19:48:33.653407
Heavy Rotation,,Other,Copper Blues Oxnard Resturant,2026-04-19 02:00:00.000000,,,Music,https://www.ticketweb.com/event/heavy-rotation-copper-blues-oxnard-restaurant-tickets/14806763?REFERRAL_ID=tmfeed,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,75,,2026-04-12 19:48:33.667396,2026-04-12 19:48:33.667557
Dexta Daps,DOORS: 8PM SHOW: 9PM THIS SHOW IS: ALL AGES All support acts are subject to change without notice.,Antigua,Summit Music Hall,2026-04-19 02:00:00.000000,,,Music,https://www.ticketmaster.com/dexta-daps-denver-colorado-04-18-2026/event/1E00644DCC62BD42,https://s1.ticketm.net/dam/a/6f9/fe8d4242-723d-4eaa-aed2-ba1ddeb4d6f9_1798801_TABLET_LANDSCAPE_16_9.jpg,published,76,,2026-04-12 19:48:33.680804,2026-04-12 19:48:33.680928
"Bumpin Uglies, Ballyhoo!, The B Foundation","THERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show. Ticket Price: $30 adv standing / $32.50 day of standingNote: Tickets available at box office. Convenience service charges apply for online purchases. TABLE RESERVATION: vip@musicboxsd.com / (619) 836-1847BOX OFFICE CONTACT: (619) 795-1337 | boxoffice@musicboxsd.com | FAQBOX OFFICE HOURS: 11am to 5pm Mon-Fri, as well as during show performances. PARKING: Street parking and paid lot parking available.FOLLOW US: X | Instagram | Facebook | MusicBoxSD.comNot on the e-mail list for announcements? CLICK HERE to become a Music Box Insider and you will never miss a chance to grab tickets before they go on sale to the general public again!MUSIC BOX IS STANDING ROOM ONLY UNLESS OTHERWISE NOTED.NO REFUNDS OR EXCHANGES ON TICKETS ONCE PURCHASED.ALL TIMES AND SUPPORTING ACTS ARE SUBJECT TO CHANGE.",Antigua,Music Box,2026-04-19 03:00:00.000000,,,Music,https://www.ticketweb.com/event/bumpin-uglies-ballyhoo-the-b-music-box-tickets/13972804,https://i.ticketweb.com/i/00/12/72/65/64_Edp.jpg?v=19,published,77,,2026-04-12 19:48:33.694510,2026-04-12 19:48:33.695107
Maoli,"EVENTS PLAY RAIN OR SHINE For more information on Vina Robles Amphitheatre, please visit www.vinaroblesamphitheatre.com",Other,Vina Robles Amphitheatre,2026-04-19 03:00:00.000000,,,Music,https://www.ticketmaster.com/maoli-paso-robles-california-04-18-2026/event/0900638CB77EB38B,https://s1.ticketm.net/dam/a/ad6/db0d4181-2a7d-4422-913d-273ab0252ad6_EVENT_DETAIL_PAGE_16_9.jpg,published,78,,2026-04-12 19:48:33.707811,2026-04-12 19:48:33.707957
Reggae Rise Up Festival - Sunday,,Other,Tempe Beach Park,2026-04-19 19:00:00.000000,,,Music,https://www.ticketmaster.com/event/Z7r9jZ1A7Owvt,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RETINA_PORTRAIT_3_2.jpg,published,79,,2026-04-12 19:48:33.721962,2026-04-12 19:48:33.722160
PLANET NUGG PRESENTS A  FREE SHOW FOR THE HOLIDAYS!,"PLANET NUGG PRESENTS AFREE SHOW FOR THE HOLIDAYS!Badfish hits Mulcahys for a FREE afternoon show bringing the ultimate Sublime tribute. Expect reggae, ska, good vibes, and nonstop energy, with support from Iriespect and Colby Ramsden.🚪 Doors at 4:20 PMFor VIP information check out muls.com and for questions email info@mulcahys.com or call 516-783-7500",Antigua,Mulcahy's,2026-04-19 20:50:00.000000,,,Music,https://www.ticketweb.com/event/planet-nugg-presents-a-mulcahys-tickets/14142634,https://s1.ticketm.net/dam/a/a12/18d54130-0a37-46a6-9432-9250e6b2ba12_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,80,,2026-04-12 19:48:33.735585,2026-04-12 19:48:33.735768
Reggae Sunday (Early Show): Einstein Brown,,Antigua,Ivan'z House at Mozambique,2026-04-19 22:30:00.000000,,,Music,https://www.ticketweb.com/event/reggae-sunday-early-show-einstein-ivanz-house-at-mozambique-tickets/14774723,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,81,,2026-04-12 19:48:33.749557,2026-04-12 19:48:33.749718
Burning Spear,$1 from each ticket will benefit Last Prisoner Project,Other,Brooklyn Bowl,2026-04-20 00:00:00.000000,,,Music,https://www.ticketmaster.com/burning-spear-brooklyn-new-york-04-19-2026/event/0000642FC01564AB,https://s1.ticketm.net/dam/a/2a8/66d6bbc2-a9a7-42a9-abdb-f9f53ab322a8_1668751_EVENT_DETAIL_PAGE_16_9.jpg,published,82,,2026-04-12 19:48:33.763136,2026-04-12 19:48:33.763288
